bikeID,Age,Gender,TripDuration,StartStation,EndStation
23577,53,MALE,00:34:23,Division St & Bowery,Devoe St & Leonard St
16311,57,FEMALE,00:26:51,E 20 St & FDR Drive,Lexington Ave & E 29 St
21661,62,FEMALE,00:18:40,8 Ave & W 31 St,Central Park West & W 68 St
23794,62,MALE,00:20:32,W 26 St & 8 Ave,E 72 St & York Ave
23899,38,MALE,00:26:51,W 18 St & 6 Ave,E 17 St & Broadway
22715,39,FEMALE,00:11:21,W 18 St & 6 Ave,Forsyth St & Broome St
23706,71,MALE,00:31:46,1 Ave & E 15 St,South St & Whitehall St
17693,57,MALE,00:18:27,8 Ave & W 31 St,Central Park West & W 68 St
23721,43,MALE,00:31:41,West St & Chambers St,Amsterdam Ave & W 82 St
23895,73,MALE,00:15:01,9 Ave & W 18 St,Bayard St & Baxter St
18616,38,MALE,00:13:39,FDR Drive & E 35 St,E 58 St & 3 Ave
15162,76,FEMALE,00:21:28,E 84 St & Park Ave,E 37 St & Lexington Ave
18392,64,MALE,00:14:52,Carmine St & 6 Ave,W 52 St & 5 Ave
21193,59,MALE,00:19:56,11 Ave & W 27 St,Grand Army Plaza & Central Park S
16394,38,MALE,00:28:22,W 43 St & 10 Ave,W 63 St & Broadway
20943,57,MALE,00:08:30,Perry St & Bleecker St,Broadway & E 14 St
14903,62,MALE,00:08:25,Perry St & Bleecker St,Broadway & E 14 St
18285,40,FEMALE,00:09:06,E 20 St & 2 Ave,Broadway & W 24 St
18117,37,MALE,00:08:44,E 20 St & 2 Ave,Broadway & W 24 St
18058,69,MALE,00:12:23,E 12 St & 3 Ave,E 33 St & 2 Ave
16947,43,MALE,00:08:44,W 49 St & 8 Ave,W 63 St & Broadway
20989,55,MALE,00:10:28,W 22 St & 10 Ave,Greenwich Ave & Charles St
23355,58,FEMALE,00:10:18,Central Park West & W 76 St,Central Park S & 6 Ave
21303,48,MALE,00:11:27,Lexington Ave & E 24 St,W 13 St & Hudson St
15090,76,MALE,00:08:53,Division St & Bowery,Lispenard St & Broadway
23430,53,MALE,00:11:52,Spruce St & Nassau St,LaGuardia Pl & W 3 St
22492,36,FEMALE,00:13:01,Lafayette St & E 8 St,W 26 St & 10 Ave
22631,56,MALE,00:26:42,St Marks Pl & 1 Ave,South St & Gouverneur Ln
22973,46,FEMALE,00:22:26,St Marks Pl & 2 Ave,Lispenard St & Broadway
22143,50,MALE,00:23:33,West St & Chambers St,W 47 St & 10 Ave
22050,73,MALE,00:25:13,E 77 St & Park Ave,E 39 St & 2 Ave
15608,52,UNKNOWN,00:12:30,E 80 St & 2 Ave,E 56 St & Madison Ave
21673,33,FEMALE,00:10:55,E 55 St & 2 Ave,E 77 St & 3 Ave
22506,54,MALE,00:09:43,Broadway & W 51 St,E 67 St & Park Ave
22677,44,FEMALE,00:12:21,E 6 St & Avenue D,Cleveland Pl & Spring St
19511,65,MALE,00:12:31,Pearl St & Anchorage Pl,Henry St & Atlantic Ave
20935,59,MALE,00:29:03,W 78 St & Broadway,Mercer St & Spring St
22479,67,MALE,00:10:02,Columbia St & Rivington St,Pike St & E Broadway
22927,57,MALE,00:08:57,Lexington Ave & E 29 St,9 Ave & W 16 St
19883,43,FEMALE,00:09:13,Graham Ave & Grand St,Boerum St & Broadway
20803,42,MALE,00:09:04,Graham Ave & Grand St,Boerum St & Broadway
19690,80,MALE,00:19:35,Old Fulton St,Willoughby St & Fleet St
22920,47,MALE,00:09:54,Willoughby Ave & Tompkins Ave,Marcus Garvey Blvd & Macon St
22171,36,MALE,00:16:45,1 Ave & E 30 St,1 Ave & E 78 St
23516,49,MALE,00:19:57,W 39 St & 9 Ave,West St & Chambers St
16556,74,MALE,00:10:15,Vesey Pl & River Terrace,West Thames St
21600,42,FEMALE,00:38:47,Concord St & Bridge St,Queens Plaza North & Crescent St
19748,46,FEMALE,00:38:23,Concord St & Bridge St,Queens Plaza North & Crescent St
23037,55,MALE,00:08:41,Allen St & Hester St,Grand St & Greene St
22848,51,MALE,00:29:56,Spruce St & Nassau St,Atlantic Ave & Furman St
16543,48,MALE,00:08:49,11 Ave & W 59 St,W 43 St & 10 Ave
22764,41,MALE,00:12:34,Perry St & Bleecker St,St Marks Pl & 2 Ave
17838,40,FEMALE,00:12:39,Perry St & Bleecker St,St Marks Pl & 2 Ave
17894,69,MALE,00:10:23,West St & Chambers St,South End Ave & Liberty St
23222,58,MALE,00:25:38,Murray St & West St,E 6 St & Avenue D
22040,82,MALE,00:10:41,Columbia St & Rivington St,Division St & Bowery
24022,46,MALE,00:11:01,Graham Ave & Grand St,Meserole Ave & Manhattan Ave
23261,35,FEMALE,00:11:54,5 Ave & E 73 St,Riverside Dr & W 72 St
19476,39,MALE,00:22:29,Henry St & Atlantic Ave,Centre St & Chambers St
18360,42,FEMALE,00:11:32,Forsyth St & Broome St,E 5 St & Avenue C
19478,50,FEMALE,00:36:30,12 Ave & W 40 St,W 43 St & 10 Ave
22989,37,MALE,00:23:14,W 4 St & 7 Ave S,3 Ave & E 62 St
23575,48,MALE,00:33:19,Monroe St & Bedford Ave,Cliff St & Fulton St
20617,36,MALE,00:15:47,E 47 St & 1 Ave,W 24 St & 7 Ave
22093,61,MALE,00:38:11,W 84 St & Columbus Ave,West Thames St
24277,63,MALE,00:09:16,Bond St & Schermerhorn St,Pearl St & Anchorage Pl
16017,83,MALE,00:18:49,Broadway & W 24 St,5 Ave & E 63 St
23148,69,FEMALE,00:09:58,Riverside Dr & W 82 St,Columbus Ave & W 72 St
22632,65,MALE,00:15:50,W Broadway & Spring St,W 25 St & 6 Ave
21512,75,MALE,00:14:07,W 47 St & 10 Ave,E 40 St & Madison Ave
17708,62,MALE,00:17:05,Bank St & Hudson St,W 33 St & 7 Ave
21416,33,MALE,00:22:48,Clinton St & Tillary St,Broadway & E 14 St
20860,68,MALE,00:10:00,Lafayette St & Jersey St,W 13 St & 7 Ave
16238,40,MALE,00:26:43,Atlantic Ave & Fort Greene Pl,Grand St & Greene St
22530,55,FEMALE,00:16:21,W 21 St & 6 Ave,1 Ave & E 44 St
16515,78,MALE,00:15:10,Spruce St & Nassau St,Broadway & E 14 St
22152,25,MALE,00:16:53,Broadway & W 32 St,Christopher St & Greenwich St
17956,69,FEMALE,00:15:03,Spruce St & Nassau St,Broadway & E 14 St
22708,48,MALE,00:16:00,E 12 St & 3 Ave,Greenwich St & Warren St
19173,59,MALE,00:10:04,Broadway & W 24 St,E 39 St & 3 Ave
17218,35,FEMALE,00:10:23,E 20 St & 2 Ave,E 2 St & Avenue B
24547,32,MALE,00:10:00,6 Ave & Broome St,Fulton St & Broadway
21037,47,MALE,00:13:23,E 25 St & 1 Ave,Suffolk St & Stanton St
21397,65,MALE,00:08:59,W 84 St & Broadway,Amsterdam Ave & W 73 St
22964,34,MALE,00:14:04,1 Ave & E 78 St,W 74 St & Columbus Ave
20733,42,FEMALE,00:28:00,11 Ave & W 59 St,Christopher St & Greenwich St
23737,46,FEMALE,00:27:52,11 Ave & W 59 St,Christopher St & Greenwich St
22651,36,MALE,00:17:54,West Thames St,Christopher St & Greenwich St
15541,44,MALE,00:36:49,Hicks St & Montague St,Clinton St & Joralemon St
23241,38,FEMALE,00:21:13,W 11 St & 6 Ave,West Thames St
22742,39,MALE,00:11:02,Kent Ave & N 7 St,Hope St & Union Ave
20565,39,FEMALE,00:10:55,Kent Ave & N 7 St,Hope St & Union Ave
24152,42,MALE,00:15:26,Elizabeth St & Hester St,E 10 St & Avenue A
18030,62,MALE,00:20:40,8 Ave & W 33 St,1 Ave & E 78 St
23140,37,FEMALE,00:08:30,Watts St & Greenwich St,W 13 St & Hudson St
23592,34,FEMALE,00:08:21,Broadway & E 22 St,W 26 St & 10 Ave
17527,62,MALE,00:12:01,Hudson St & Reade St,Bank St & Washington St
15410,60,MALE,00:18:18,W 39 St & 9 Ave,E 75 St & 3 Ave
16254,44,FEMALE,00:09:24,1 Ave & E 68 St,E 85 St & 3 Ave
22650,69,MALE,00:11:56,E 72 St & Park Ave,W 84 St & Broadway
23320,51,FEMALE,00:21:01,Broadway & E 14 St,Little West St & 1 Pl
14811,48,MALE,00:08:34,Great Jones St,Greenwich St & N Moore St
22176,59,FEMALE,00:12:46,Lafayette St & E 8 St,Bialystoker Pl & Delancey St
23526,38,MALE,00:22:32,E 80 St & 2 Ave,E 30 St & Park Ave S
21028,37,MALE,00:13:19,W Broadway & Spring St,W 20 St & 11 Ave
21363,67,MALE,00:08:52,Bank St & Washington St,W 18 St & 6 Ave
18153,51,FEMALE,00:08:58,E 81 St & 3 Ave,1 Ave & E 62 St
19468,69,FEMALE,00:13:04,St Marks Pl & 2 Ave,E 17 St & Broadway
15025,36,MALE,00:15:48,Hope St & Union Ave,Montrose Ave & Bushwick Ave
15932,34,FEMALE,00:16:06,Hope St & Union Ave,Montrose Ave & Bushwick Ave
24135,45,MALE,00:31:46,W 52 St & 9 Ave,Mott St & Prince St
15555,39,MALE,00:20:32,W 38 St & 8 Ave,Suffolk St & Stanton St
23207,66,MALE,00:17:38,W 45 St & 8 Ave,Riverside Dr & W 78 St
24255,38,MALE,00:14:07,W 20 St & 11 Ave,6 Ave & Broome St
22477,37,MALE,00:14:11,W 20 St & 11 Ave,6 Ave & Broome St
22843,32,FEMALE,00:08:49,E 14 St & Avenue B,W 18 St & 6 Ave
23926,37,MALE,00:10:40,E 39 St & 3 Ave,W 42 St & 8 Ave
14529,34,MALE,00:10:38,W 13 St & 6 Ave,E 10 St & Avenue A
23261,35,FEMALE,00:28:37,Riverside Dr & W 72 St,W 20 St & 11 Ave
18735,40,FEMALE,00:11:09,E 25 St & 1 Ave,Pershing Square North
19050,38,MALE,00:23:32,W 38 St & 8 Ave,5 Ave & E 78 St
14946,47,MALE,00:12:28,W 84 St & Columbus Ave,W 59 St & 10 Ave
16239,56,MALE,00:20:02,South St & Gouverneur Ln,E 3 St & 1 Ave
18146,35,FEMALE,00:09:51,W 18 St & 6 Ave,MacDougal St & Prince St
19062,39,FEMALE,00:12:01,W 24 St & 7 Ave,9 Ave & W 45 St
16649,38,MALE,00:09:36,W 18 St & 6 Ave,MacDougal St & Prince St
18158,43,MALE,00:13:07,W 52 St & 9 Ave,E 71 St & 2 Ave
23180,36,FEMALE,00:11:10,W 52 St & 9 Ave,W 31 St & 7 Ave
23951,35,FEMALE,00:09:26,Lafayette St & E 8 St,E 25 St & 2 Ave
20537,63,MALE,00:16:29,E 33 St & 2 Ave,Grand Army Plaza & Central Park S
23523,40,FEMALE,00:22:23,E 11 St & 2 Ave,E 58 St & 3 Ave
16394,49,FEMALE,00:20:15,W 63 St & Broadway,W 13 St & 6 Ave
18662,44,MALE,00:29:25,E 72 St & York Ave,Lafayette St & Jersey St
23979,64,MALE,00:16:31,Greenwich Ave & Charles St,W 42 St & 8 Ave
22530,49,MALE,00:20:00,1 Ave & E 44 St,Broadway & W 60 St
22650,54,MALE,00:14:57,W 84 St & Broadway,E 55 St & 3 Ave
23204,34,MALE,00:11:21,W 22 St & 8 Ave,1 Ave & E 18 St
22438,34,FEMALE,00:11:22,W 22 St & 8 Ave,1 Ave & E 18 St
22205,68,MALE,00:15:55,Allen St & Rivington St,9 Ave & W 18 St
19087,42,MALE,00:08:21,Suffolk St & Stanton St,Lafayette St & Jersey St
22764,38,FEMALE,00:23:15,St Marks Pl & 2 Ave,Berry St & N 8 St
23148,43,MALE,00:39:02,Columbus Ave & W 72 St,West Thames St
23490,38,FEMALE,00:13:33,Norfolk St & Broome St,Pike St & E Broadway
15691,49,MALE,00:08:30,5 Ave & E 63 St,E 51 St & Lexington Ave
16109,65,MALE,00:11:02,Greenwich Ave & Charles St,Washington Pl & Broadway
18583,42,MALE,02:38:40,Union Ave & N 12 St,Hope St & Union Ave
24271,42,MALE,00:10:29,E 23 St & 1 Ave,W 22 St & 8 Ave
21915,54,MALE,00:18:11,Macon St & Nostrand Ave,State St & Smith St
23841,37,MALE,00:09:11,E 25 St & 1 Ave,8 Ave & W 31 St
19868,51,MALE,00:20:35,S 5 Pl & S 4 St,Cleveland Pl & Spring St
22939,67,MALE,00:12:21,W 67 St & Broadway,11 Ave & W 41 St
22441,38,FEMALE,00:15:49,Allen St & Rivington St,W 21 St & 6 Ave
23845,41,MALE,00:33:22,Greenwich St & Warren St,Pitt St & Stanton St
16750,71,MALE,00:13:12,West Thames St,Christopher St & Greenwich St
21003,61,FEMALE,00:13:30,W 13 St & 6 Ave,Allen St & Rivington St
15720,78,MALE,00:15:10,Broadway & E 14 St,E 33 St & 5 Ave
18202,69,FEMALE,00:15:07,Broadway & E 14 St,E 33 St & 5 Ave
24244,62,FEMALE,00:38:04,Central Park West & W 76 St,Central Park West & W 85 St
20901,70,MALE,00:16:04,Elizabeth St & Hester St,West Thames St
23402,47,FEMALE,00:34:14,Riverside Dr & W 82 St,W 84 St & Broadway
22198,33,MALE,00:28:26,South End Ave & Liberty St,Dean St & 4 Ave
22475,56,FEMALE,00:12:50,Greenwich Ave & 8 Ave,12 Ave & W 40 St
22777,40,MALE,00:29:17,St Marks Pl & 1 Ave,E 71 St & 2 Ave
21990,53,MALE,00:23:19,Great Jones St,12 Ave & W 40 St
24182,40,FEMALE,00:10:20,Clinton St & Joralemon St,Clinton Ave & Myrtle Ave
17988,37,MALE,00:13:08,E 85 St & York Ave,E 60 St & York Ave
24328,39,MALE,00:11:17,E 9 St & Avenue C,W 20 St & 7 Ave
22642,34,MALE,00:09:29,Allen St & E Houston St,1 Ave & E 18 St
16240,76,MALE,00:31:43,Warren St & Church St,W 56 St & 10 Ave
22713,62,MALE,00:10:12,Cherry St,Pike St & Monroe St
19490,74,MALE,00:11:44,E 10 St & Avenue A,W 21 St & 6 Ave
19886,58,MALE,00:12:16,E 19 St & 3 Ave,W 31 St & 7 Ave
14886,65,FEMALE,00:20:21,Avenue D & E 3 St,Clark St & Henry St
23469,32,MALE,00:21:14,Fulton St & Washington Ave,Pearl St & Anchorage Pl
21335,40,FEMALE,00:16:27,W 25 St & 6 Ave,Broadway & W 55 St
23411,46,MALE,00:27:00,Driggs Ave & Lorimer St,N 12 St & Bedford Ave
22427,38,MALE,00:31:39,Metropolitan Ave & Bedford Ave,W 37 St & 5 Ave
21698,38,MALE,00:10:11,West St & Chambers St,W 13 St & Hudson St
23671,46,MALE,00:11:01,8 Ave & W 33 St,W 52 St & 5 Ave
23824,45,FEMALE,00:08:57,Lafayette St & E 8 St,E 6 St & Avenue B
14959,37,FEMALE,00:12:55,Central Park West & W 76 St,E 71 St & 2 Ave
17306,63,FEMALE,00:17:56,E 9 St & Avenue C,W 13 St & 6 Ave
22813,37,MALE,00:09:27,MacDougal St & Prince St,8 Ave & W 31 St
22133,71,MALE,00:14:19,E 47 St & 2 Ave,E 12 St & 3 Ave
22270,39,MALE,00:11:40,Bedford Ave & Nassau Ave,Wythe Ave & Metropolitan Ave
15728,47,MALE,00:13:27,Kent Ave & S 11 St,Meserole Ave & Manhattan Ave
24503,32,FEMALE,00:08:39,Central Park S & 6 Ave,E 47 St & 2 Ave
19380,44,MALE,00:14:01,Greenwich Ave & Charles St,West St & Chambers St
21011,59,MALE,00:18:26,FDR Drive & E 35 St,5 Ave & E 73 St
19390,71,MALE,00:08:27,E 16 St & 5 Ave,Carmine St & 6 Ave
23737,46,FEMALE,00:33:15,Christopher St & Greenwich St,12 Ave & W 40 St
15259,57,MALE,00:09:43,Hudson St & Reade St,MacDougal St & Prince St
24233,35,FEMALE,00:21:08,5 Ave & E 78 St,E 40 St & Madison Ave
15021,42,FEMALE,00:34:32,E 39 St & 2 Ave,Perry St & Bleecker St
23516,58,FEMALE,00:38:10,West St & Chambers St,Riverside Dr & W 82 St
18002,65,FEMALE,00:36:25,Grand Army Plaza & Central Park S,Allen St & E Houston St
23802,31,MALE,00:09:30,Pershing Square North,W 56 St & 6 Ave
23176,64,FEMALE,00:12:43,Amsterdam Ave & W 73 St,W 67 St & Broadway
20100,40,FEMALE,00:21:07,1 Ave & E 68 St,E 30 St & Park Ave S
20035,36,FEMALE,00:16:43,W 84 St & Columbus Ave,Broadway & W 49 St
23689,67,MALE,00:19:06,South End Ave & Liberty St,Bus Slip & State St
24232,43,MALE,00:14:00,E 71 St & 2 Ave,E 31 St & 3 Ave
21673,42,MALE,00:15:02,Broadway & W 60 St,W 84 St & Broadway
22939,38,MALE,00:32:39,11 Ave & W 41 St,West St & Chambers St
15952,74,MALE,00:08:21,Stanton St & Mangin St,Madison St & Clinton St
18216,62,FEMALE,00:33:01,Riverside Dr & W 72 St,Christopher St & Greenwich St
22885,38,MALE,00:19:48,E 25 St & 1 Ave,Bayard St & Baxter St
18371,40,MALE,00:09:52,8 Ave & W 31 St,W 43 St & 10 Ave
21966,67,MALE,00:18:10,9 Ave & W 22 St,Lafayette St & Jersey St
22900,68,MALE,00:18:03,9 Ave & W 22 St,Lafayette St & Jersey St
21507,40,MALE,00:34:11,South End Ave & Liberty St,W 13 St & Hudson St
18746,54,FEMALE,00:43:25,W 20 St & 11 Ave,W 64 St & West End Ave
21760,32,MALE,00:20:07,Lawrence St & Willoughby St,Suffolk St & Stanton St
16728,71,MALE,00:13:17,Cadman Plaza E & Tillary St,Spruce St & Nassau St
20864,48,MALE,00:11:31,Riverside Dr & W 72 St,12 Ave & W 40 St
23898,55,MALE,00:12:27,W 29 St & 9 Ave,W 52 St & 9 Ave
16970,59,FEMALE,00:11:46,W 4 St & 7 Ave S,10 Ave & W 28 St
18697,49,MALE,00:09:33,Wythe Ave & Metropolitan Ave,Driggs Ave & N Henry St
22479,35,MALE,00:21:15,Pike St & E Broadway,E 47 St & 2 Ave
23167,63,MALE,00:36:00,W 70 St & Amsterdam Ave,E 11 St & 2 Ave
16620,54,MALE,00:12:42,Bank St & Washington St,W 47 St & 10 Ave
19838,40,MALE,00:48:21,W 74 St & Columbus Ave,Cleveland Pl & Spring St
19633,39,MALE,00:11:07,E 16 St & 5 Ave,Suffolk St & Stanton St
19892,46,MALE,00:21:41,E 15 St & 3 Ave,E 16 St & Irving Pl
24271,46,MALE,00:11:12,W 22 St & 8 Ave,W 45 St & 8 Ave
19254,49,FEMALE,00:16:23,William St & Pine St,Grand St & Greene St
23922,44,FEMALE,00:15:13,9 Ave & W 22 St,E 12 St & 3 Ave
16743,72,MALE,00:15:52,William St & Pine St,Grand St & Greene St
22315,43,MALE,00:13:52,9 Ave & W 22 St,E 12 St & 3 Ave
23285,51,MALE,00:14:18,6 Ave & W 33 St,Suffolk St & Stanton St
23890,74,MALE,00:32:00,W 29 St & 9 Ave,Howard St & Centre St
20277,41,MALE,00:15:35,11 Ave & W 41 St,W 84 St & Broadway
22677,44,MALE,00:09:24,Forsyth St & Broome St,Lafayette St & E 8 St
17937,34,FEMALE,00:08:52,E 23 St & 1 Ave,E 3 St & 1 Ave
16765,32,FEMALE,00:09:23,Allen St & E Houston St,W 13 St & 6 Ave
22419,35,MALE,00:08:51,1 Ave & E 18 St,FDR Drive & E 35 St
17633,56,MALE,00:23:48,E 24 St & Park Ave S,Sullivan St & Washington Sq
14808,39,MALE,00:11:01,E 31 St & 3 Ave,Mercer St & Bleecker St
23211,38,MALE,00:53:25,5 Ave & E 78 St,Riverside Dr & W 82 St
17810,42,FEMALE,00:10:08,Henry St & Grand St,E 11 St & 1 Ave
21988,60,MALE,00:45:11,E 23 St & 1 Ave,Central Park West & W 72 St
20111,62,MALE,00:18:02,Hicks St & Montague St,DeKalb Ave & Vanderbilt Ave
24289,32,MALE,00:12:52,Catherine St & Monroe St,W 4 St & 7 Ave S
15134,39,FEMALE,00:17:13,Concord St & Bridge St,Pike St & E Broadway
15415,79,MALE,00:13:47,E 11 St & 2 Ave,W 18 St & 6 Ave
23926,76,MALE,00:17:27,W 42 St & 8 Ave,W 33 St & 7 Ave
23261,35,FEMALE,00:23:32,W 20 St & 11 Ave,West St & Chambers St
14529,36,FEMALE,00:11:09,E 10 St & Avenue A,W 15 St & 7 Ave
19125,40,MALE,00:12:52,W 52 St & 5 Ave,Broadway & W 24 St
22874,69,MALE,00:15:46,Lexington Ave & E 29 St,E 58 St & 3 Ave
18526,37,MALE,00:40:43,W 43 St & 6 Ave,W 82 St & Central Park West
19260,40,FEMALE,00:13:13,8 Ave & W 33 St,6 Ave & W 33 St
15693,39,FEMALE,00:40:33,W 43 St & 6 Ave,W 82 St & Central Park West
22212,48,MALE,00:18:45,E 80 St & 2 Ave,1 Ave & E 78 St
21993,70,MALE,00:12:33,E 77 St & 3 Ave,E 53 St & Madison Ave
19571,53,MALE,00:11:42,West St & Chambers St,W 20 St & 11 Ave
17988,47,FEMALE,00:12:47,E 60 St & York Ave,Queens Plaza North & Crescent St
23957,62,FEMALE,00:11:32,E 77 St & 3 Ave,E 53 St & Madison Ave
24309,73,MALE,00:14:40,Avenue D & E 12 St,Forsyth St & Broome St
17894,69,MALE,00:22:35,South End Ave & Liberty St,South St & Gouverneur Ln
22487,71,MALE,00:25:37,Washington Pl & Broadway,Broadway & W 60 St
23362,69,FEMALE,00:26:32,Washington Pl & Broadway,Broadway & W 60 St
18141,36,MALE,00:08:31,E 33 St & 2 Ave,W 33 St & 7 Ave
20247,36,MALE,00:10:27,E 25 St & 1 Ave,E 51 St & 1 Ave
18936,50,MALE,00:16:02,Peck Slip & Front St,W 13 St & 5 Ave
22934,41,FEMALE,00:21:09,E 3 St & 1 Ave,10 Ave & W 28 St
19272,45,MALE,00:22:33,Clermont Ave & Lafayette Ave,Bedford Ave & Nassau Ave
21990,48,MALE,00:16:42,12 Ave & W 40 St,West St & Chambers St
23154,38,MALE,00:11:10,Central Park S & 6 Ave,W 45 St & 8 Ave
15131,66,MALE,00:11:50,Lexington Ave & E 63 St,E 84 St & 1 Ave
23830,69,MALE,00:37:43,W 16 St & The High Line,5 Ave & E 78 St
19468,38,MALE,00:47:21,E 17 St & Broadway,Broadway & W 49 St
20249,68,MALE,00:18:46,1 Ave & E 15 St,W 39 St & 9 Ave
23385,32,MALE,00:10:29,Broadway & E 22 St,E 9 St & Avenue C
22916,68,FEMALE,00:37:27,W 16 St & The High Line,5 Ave & E 78 St
19380,47,FEMALE,00:10:00,West St & Chambers St,Washington St & Gansevoort St
20850,44,MALE,00:11:27,1 Ave & E 15 St,W 4 St & 7 Ave S
23985,39,MALE,00:13:49,Greenwich St & N Moore St,W 22 St & 10 Ave
17843,77,MALE,00:15:34,E 39 St & 3 Ave,E 11 St & 2 Ave
21588,39,MALE,00:43:43,E 55 St & 2 Ave,W 84 St & Broadway
20163,36,MALE,00:26:00,Cherry St,South St & Whitehall St
22823,67,FEMALE,00:36:03,E 11 St & 1 Ave,West St & Chambers St
24258,52,MALE,00:24:55,W 67 St & Broadway,LaGuardia Pl & W 3 St
22145,48,MALE,00:20:08,6 Ave & Canal St,11 Ave & W 41 St
19921,60,MALE,00:09:45,E 20 St & FDR Drive,5 Ave & E 29 St
17078,44,MALE,00:24:22,West St & Chambers St,W 47 St & 10 Ave
21317,41,MALE,00:10:05,Maiden Ln & Pearl St,Greenwich St & Warren St
20935,42,MALE,00:12:45,Mercer St & Spring St,South End Ave & Liberty St
22637,61,MALE,00:15:18,Broadway & W 60 St,W 70 St & Amsterdam Ave
22861,42,MALE,00:30:22,E 80 St & 2 Ave,Washington St & Gansevoort St
23037,62,FEMALE,00:08:53,Grand St & Greene St,University Pl & E 14 St
19618,51,MALE,00:09:33,Graham Ave & Withers St,Metropolitan Ave & Bedford Ave
21876,62,MALE,06:18:08,E 72 St & Park Ave,E 85 St & 3 Ave
21096,34,FEMALE,00:27:06,1 Ave & E 30 St,Columbia St & Rivington St
15694,44,MALE,00:34:43,Lafayette St & Jersey St,DeKalb Ave & Vanderbilt Ave
23809,40,MALE,00:30:20,W 34 St & 11 Ave,W 84 St & Broadway
16195,43,MALE,00:11:32,Rivington St & Chrystie St,W 13 St & Hudson St
22761,57,MALE,00:35:59,9 Ave & W 45 St,Pershing Square North
23326,62,MALE,00:12:13,DeKalb Ave & Vanderbilt Ave,Hicks St & Montague St
21264,40,FEMALE,00:11:52,E 33 St & 2 Ave,E 2 St & 2 Ave
23791,40,MALE,00:12:07,W 53 St & 10 Ave,8 Ave & W 33 St
19740,44,MALE,00:16:48,Murray St & West St,W 20 St & 11 Ave
22176,63,MALE,00:15:49,Bialystoker Pl & Delancey St,Great Jones St
22728,39,FEMALE,00:16:22,Murray St & West St,W 20 St & 11 Ave
24060,34,MALE,00:14:17,Greenwich St & W Houston St,E 11 St & 2 Ave
22414,42,MALE,00:15:32,2 Ave & E 31 St,E 77 St & 3 Ave
23176,64,FEMALE,00:32:43,W 67 St & Broadway,Carmine St & 6 Ave
23437,67,MALE,00:24:16,3 Ave & E 62 St,MacDougal St & Washington Sq
23139,34,FEMALE,00:17:27,E 10 St & Avenue A,W 17 St & 8 Ave
22874,45,MALE,00:24:12,E 58 St & 3 Ave,E 17 St & Broadway
14762,73,MALE,00:14:23,6 Ave & W 33 St,W 34 St & 11 Ave
22534,42,MALE,00:13:17,E 14 St & Avenue B,W 20 St & 11 Ave
20355,46,MALE,00:49:19,E 15 St & 3 Ave,E 16 St & Irving Pl
19406,36,MALE,00:08:24,Sullivan St & Washington Sq,Stanton St & Chrystie St
19434,63,MALE,00:11:08,E 47 St & 2 Ave,E 60 St & York Ave
19390,45,FEMALE,00:15:00,Carmine St & 6 Ave,Pershing Square South
15782,59,MALE,00:10:01,W 22 St & 10 Ave,W 4 St & 7 Ave S
22734,35,FEMALE,00:14:40,W 56 St & 6 Ave,W 4 St & 7 Ave S
20751,70,MALE,00:09:14,1 Ave & E 68 St,E 85 St & York Ave
23366,60,FEMALE,00:32:51,Frost St & Meeker St,Kent Ave & S 11 St
20843,46,MALE,00:10:08,Broadway & W 60 St,E 72 St & Park Ave
22680,55,MALE,00:12:26,W 46 St & 11 Ave,W 20 St & 8 Ave
24264,39,MALE,00:24:36,Clinton Ave & Flushing Ave,Lewis Ave & Madison St
18788,51,FEMALE,00:31:30,Frost St & Meeker St,Kent Ave & S 11 St
24253,41,MALE,00:10:06,E 3 St & 1 Ave,Broadway & W 24 St
23931,64,FEMALE,00:11:12,Carmine St & 6 Ave,Greenwich St & Warren St
19125,40,MALE,00:11:18,Broadway & W 24 St,Sullivan St & Washington Sq
22715,39,FEMALE,00:13:55,Forsyth St & Broome St,W 22 St & 8 Ave
23717,39,MALE,00:24:52,E 80 St & 2 Ave,8 Ave & W 33 St
22642,34,MALE,00:12:10,Broadway & E 22 St,Allen St & E Houston St
22270,43,FEMALE,00:08:55,Wythe Ave & Metropolitan Ave,Graham Ave & Withers St
16849,43,FEMALE,00:12:16,Howard St & Centre St,W 18 St & 6 Ave
16917,45,MALE,00:11:42,Carmine St & 6 Ave,E 10 St & Avenue A
23775,44,FEMALE,00:11:44,Cleveland Pl & Spring St,E 6 St & Avenue D
16420,65,FEMALE,00:46:27,Riverside Dr & W 78 St,Washington St & Gansevoort St
16338,50,MALE,00:14:34,E 75 St & 3 Ave,W 67 St & Broadway
22501,39,MALE,00:09:22,W 24 St & 7 Ave,E 17 St & Broadway
22635,38,FEMALE,03:41:33,W 24 St & 7 Ave,E 17 St & Broadway
20263,40,MALE,00:17:48,46 Ave & 5 St,Kent Ave & N 7 St
23547,50,MALE,00:12:38,Bialystoker Pl & Delancey St,E 15 St & 3 Ave
18871,65,FEMALE,00:34:28,Allen St & E Houston St,Liberty St & Broadway
23180,64,MALE,00:16:43,W 31 St & 7 Ave,Rivington St & Chrystie St
20519,67,MALE,00:20:36,E 4 St & 2 Ave,W 37 St & 5 Ave
22438,42,MALE,00:23:23,1 Ave & E 18 St,Division St & Bowery
22802,51,MALE,00:16:15,Myrtle Ave & Lewis Ave,Lefferts Pl & Franklin Ave
